,manufactory,year,selling_price,fuel,seller_type,mileage
5516,Mahindra,2019,1075000,Diesel,Dealer,17.3 kmpl
5522,Maruti,2018,875000,Diesel,Dealer,24.52 kmpl
5526,Mahindra,2018,800000,Diesel,Individual,18.49 kmpl
5543,Honda,2018,600000,Petrol,Individual,18.2 kmpl
5548,Maruti,2019,700000,Petrol,Individual,22.0 kmpl
5555,Maruti,2018,459999,Petrol,Individual,21.63 kmpl
5556,Hyundai,2018,800000,Diesel,Individual,22.54 kmpl
5560,Maruti,2018,671000,Diesel,Individual,28.4 kmpl
5566,Hyundai,2018,600000,Petrol,Individual,18.9 kmpl
5571,Hyundai,2018,1150000,Diesel,Individual,22.0 kmpl
5586,Ford,2018,900000,Diesel,Individual,23.0 kmpl
5603,Tata,2018,850000,Petrol,Individual,17.0 kmpl
5621,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
5624,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
5626,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
5628,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
5629,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
5630,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
5637,Maruti,2020,570000,Petrol,Individual,21.21 kmpl
5644,Honda,2019,580000,Petrol,Individual,17.5 kmpl
5646,Hyundai,2019,434999,Petrol,Dealer,20.3 kmpl
5663,Hyundai,2018,530000,Diesel,Individual,25.4 kmpl
5675,Maruti,2018,300000,Petrol,Individual,24.7 kmpl
5684,Hyundai,2019,425000,Petrol,Individual,20.3 kmpl
5700,Maruti,2018,535000,Petrol,Individual,20.89 kmpl
5750,Maruti,2019,1050000,Diesel,Individual,25.47 kmpl
5756,Maruti,2019,1200000,Diesel,Individual,25.47 kmpl
5777,Hyundai,2019,500000,Petrol,Individual,20.14 kmpl
5778,Honda,2018,585000,Petrol,Individual,17.8 kmpl
5782,Ford,2018,700000,Diesel,Individual,23.0 kmpl
5789,Maruti,2019,430000,CNG,Individual,32.26 km/kg
5815,Maruti,2020,370000,CNG,Individual,33.0 km/kg
5825,Mahindra,2018,775000,Diesel,Individual,18.49 kmpl
5837,Tata,2020,537000,Petrol,Individual,17.0 kmpl
5841,Hyundai,2019,700000,Petrol,Individual,18.6 kmpl
5849,Maruti,2019,825000,Diesel,Individual,28.4 kmpl
5852,Maruti,2018,851000,Diesel,Individual,28.4 kmpl
5860,Ford,2019,675000,Petrol,Individual,19.4 kmpl
5864,Maruti,2020,925000,Diesel,Individual,24.3 kmpl
5895,Maruti,2019,556000,Petrol,Individual,21.01 kmpl
5897,Mahindra,2018,1500000,Diesel,Individual,16.0 kmpl
5900,Mahindra,2020,679000,Diesel,Individual,0.0 kmpl
5936,Honda,2018,780000,Petrol,Individual,17.5 kmpl
5956,Maruti,2018,611000,Petrol,Dealer,19.1 kmpl
5960,Maruti,2018,490000,Petrol,Dealer,16.1 kmpl
5963,Hyundai,2018,1237000,Diesel,Individual,19.67 kmpl
5966,Maruti,2018,695000,Petrol,Individual,22.0 kmpl
5982,Maruti,2018,950000,Diesel,Individual,28.09 kmpl
5994,Honda,2018,834000,Diesel,Individual,25.5 kmpl
6023,Tata,2018,535000,Petrol,Individual,20.3 kmpl
6027,Hyundai,2019,667000,Petrol,Individual,18.6 kmpl
6041,Hyundai,2018,650000,Petrol,Individual,18.9 kmpl
6068,Maruti,2020,578000,Petrol,Individual,21.21 kmpl
6071,Mahindra,2018,890000,Diesel,Individual,16.5 kmpl
6073,Maruti,2018,420000,Petrol,Individual,20.51 kmpl
6075,Maruti,2018,270000,Petrol,Individual,24.7 kmpl
6076,Maruti,2018,700000,Petrol,Individual,22.0 kmpl
6078,Tata,2019,1250000,Diesel,Individual,17.6 kmpl
6080,Maruti,2018,700000,Diesel,Individual,28.4 kmpl
6084,Maruti,2018,830000,Petrol,Individual,21.4 kmpl
6090,Hyundai,2020,524000,Petrol,Individual,20.14 kmpl
6102,Ford,2018,675000,Diesel,Individual,24.4 kmpl
6105,Maruti,2019,675000,Petrol,Individual,21.21 kmpl
6107,Mahindra,2019,1200000,Diesel,Individual,20.0 kmpl
6109,Mahindra,2019,1090000,Petrol,Dealer,17.0 kmpl
6112,Hyundai,2018,780000,Diesel,Individual,22.54 kmpl
6114,Maruti,2018,610000,Petrol,Dealer,22.0 kmpl
6133,Maruti,2018,480000,Petrol,Dealer,20.89 kmpl
6136,Ford,2019,700000,Petrol,Dealer,18.5 kmpl
6146,Honda,2018,949000,Petrol,Individual,17.4 kmpl
6147,Mahindra,2018,750000,Diesel,Individual,16.5 kmpl
6160,Hyundai,2018,470000,Diesel,Individual,25.4 kmpl
6162,Ford,2019,575000,Petrol,Individual,19.4 kmpl
6173,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
6176,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
6178,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
6180,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
6181,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
6182,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
6187,Maruti,2018,580000,Petrol,Individual,23.1 kmpl
6212,Maruti,2019,890000,Diesel,Individual,24.3 kmpl
6220,Honda,2019,2000000,Petrol,Dealer,16.5 kmpl
6230,Maruti,2019,650000,Petrol,Individual,22.0 kmpl
6240,Maruti,2020,600000,Petrol,Individual,21.21 kmpl
6255,Tata,2018,1525000,Diesel,Individual,17.6 kmpl
6258,BMW,2018,5830000,Diesel,Individual,17.09 kmpl
6260,Hyundai,2018,665000,Diesel,Dealer,24.4 kmpl
6261,Hyundai,2019,721000,Petrol,Dealer,18.6 kmpl
6264,Mahindra,2019,975000,Diesel,Dealer,16.55 kmpl
6267,Hyundai,2019,685000,Petrol,Dealer,18.6 kmpl
6268,Maruti,2019,595000,Petrol,Dealer,21.21 kmpl
6269,Ford,2018,900000,Diesel,Dealer,23.0 kmpl
6270,Maruti,2018,950000,Diesel,Dealer,25.47 kmpl
6273,Hyundai,2018,700000,Petrol,Dealer,18.6 kmpl
6274,Maruti,2018,910000,Diesel,Dealer,24.3 kmpl
6275,Maruti,2018,751000,Diesel,Dealer,26.59 kmpl
6280,Maruti,2018,875000,Diesel,Dealer,24.3 kmpl
6284,Maruti,2019,925000,Diesel,Dealer,24.52 kmpl
6292,Maruti,2018,775000,Petrol,Dealer,16.02 kmpl
6298,Hyundai,2018,1050000,Diesel,Individual,21.38 kmpl
6308,Mahindra,2018,1500000,Diesel,Individual,16.0 kmpl
6314,Maruti,2018,385000,Petrol,Individual,23.1 kmpl
6317,Hyundai,2019,521000,Petrol,Individual,20.3 kmpl
6321,Hyundai,2018,540000,Petrol,Individual,18.9 kmpl
6327,Mahindra,2018,1400000,Diesel,Individual,16.0 kmpl
6340,Ford,2018,810000,Diesel,Individual,23.0 kmpl
6361,Mahindra,2018,400000,Diesel,Individual,23.5 kmpl
6364,Tata,2019,1700000,Diesel,Individual,17.0 kmpl
6369,Hyundai,2018,450000,Petrol,Individual,18.9 kmpl
6374,Maruti,2019,400000,Petrol,Individual,15.37 kmpl
6376,Maruti,2018,625000,Petrol,Individual,22.0 kmpl
6377,Hyundai,2019,700000,Petrol,Individual,17.19 kmpl
6379,Tata,2018,625000,Petrol,Individual,17.0 kmpl
6383,Tata,2019,620000,Petrol,Individual,17.57 kmpl
6399,Hyundai,2018,720000,Diesel,Individual,21.19 kmpl
6409,Hyundai,2019,700000,Petrol,Individual,18.6 kmpl
6414,Honda,2019,1000000,Diesel,Individual,25.5 kmpl
6421,Maruti,2020,265000,Petrol,Individual,21.79 kmpl
6422,Tata,2018,459999,Petrol,Individual,20.3 kmpl
6454,Tata,2018,575000,Diesel,Individual,20.65 kmpl
6459,Hyundai,2018,299000,Petrol,Individual,21.1 kmpl
6468,Ford,2018,3200000,Diesel,Individual,10.91 kmpl
6469,Hyundai,2019,550000,Petrol,Individual,18.9 kmpl
6476,Hyundai,2019,585000,Petrol,Individual,17.4 kmpl
6480,Hyundai,2019,990000,Petrol,Individual,17.0 kmpl
6482,Tata,2018,650000,Petrol,Individual,17.0 kmpl
6483,Hyundai,2019,695000,Petrol,Individual,17.4 kmpl
6488,Maruti,2019,459999,CNG,Individual,26.6 km/kg
6489,Tata,2018,860000,Diesel,Individual,21.5 kmpl
6490,Tata,2018,400000,Petrol,Individual,23.84 kmpl
6493,Ford,2018,850000,Diesel,Individual,23.0 kmpl
6499,Hyundai,2018,500000,Diesel,Individual,25.4 kmpl
6500,Honda,2018,700000,Diesel,Individual,27.4 kmpl
6512,Ford,2019,885000,Petrol,Individual,17.0 kmpl
6513,Mahindra,2020,550000,Diesel,Individual,25.32 kmpl
6514,Maruti,2018,800000,Diesel,Individual,28.4 kmpl
6518,Tata,2019,520000,Petrol,Individual,24.0 kmpl
6530,Hyundai,2018,700000,Petrol,Individual,17.4 kmpl
6540,Ford,2018,950000,Diesel,Dealer,22.77 kmpl
6561,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
6564,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
6566,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
6568,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
6569,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
6570,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
6580,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
6583,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
6585,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
6587,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
6588,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
6589,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
6592,Maruti,2019,558000,Diesel,Individual,28.4 kmpl
6595,Hyundai,2019,500000,Petrol,Individual,20.3 kmpl
6602,Maruti,2018,825000,Diesel,Individual,28.09 kmpl
6618,Hyundai,2018,600000,Petrol,Individual,18.6 kmpl
6625,Tata,2018,400000,Petrol,Individual,23.84 kmpl
6629,Mahindra,2019,722000,Diesel,Individual,0.0 kmpl
6630,Tata,2020,500000,Petrol,Individual,23.84 kmpl
6634,Maruti,2018,780000,Diesel,Individual,28.4 kmpl
6635,Hyundai,2018,575000,Petrol,Individual,20.3 kmpl
6654,Hyundai,2018,700000,Petrol,Individual,18.6 kmpl
6655,Maruti,2018,451999,Petrol,Individual,23.1 kmpl
6662,Hyundai,2018,655000,Petrol,Individual,18.6 kmpl
6663,Hyundai,2018,620000,Petrol,Individual,17.19 kmpl
6675,Hyundai,2018,610000,Petrol,Individual,18.9 kmpl
6683,Tata,2020,919999,Petrol,Individual,17.0 kmpl
6696,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
6699,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
6701,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
6703,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
6704,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
6705,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
6728,Hyundai,2018,750000,Diesel,Individual,22.54 kmpl
6739,Mahindra,2019,1200000,Diesel,Individual,20.0 kmpl
6748,Maruti,2018,670000,Diesel,Individual,28.4 kmpl
6762,Mahindra,2018,630000,Diesel,Individual,16.5 kmpl
6763,Maruti,2020,600000,Petrol,Individual,21.21 kmpl
6774,Hyundai,2018,450000,Diesel,Individual,25.4 kmpl
6780,Maruti,2018,350000,Petrol,Individual,24.7 kmpl
6786,Maruti,2018,750000,Petrol,Individual,20.73 kmpl
6787,Hyundai,2018,350000,Petrol,Individual,21.1 kmpl
6788,Hyundai,2019,488999,Petrol,Individual,18.9 kmpl
6806,Maruti,2018,900000,Diesel,Individual,24.52 kmpl
6839,Ford,2019,950000,Diesel,Individual,23.0 kmpl
6840,Hyundai,2018,530000,Petrol,Individual,17.19 kmpl
6851,Maruti,2018,720000,Diesel,Individual,28.4 kmpl
6855,Mahindra,2018,445000,Petrol,Individual,18.15 kmpl
6857,Ford,2018,372000,Diesel,Individual,25.83 kmpl
6867,Maruti,2019,350000,Petrol,Individual,23.95 kmpl
6868,Maruti,2020,360000,Petrol,Individual,22.05 kmpl
6888,Maruti,2018,950000,Diesel,Individual,24.3 kmpl
6894,Tata,2020,500000,Petrol,Individual,17.57 kmpl
6895,Mahindra,2018,1350000,Diesel,Individual,16.0 kmpl
6906,Maruti,2018,350000,Petrol,Individual,23.95 kmpl
6922,Maruti,2019,610000,Petrol,Individual,21.21 kmpl
6952,Hyundai,2019,811000,Diesel,Individual,22.54 kmpl
6956,Hyundai,2018,700000,Petrol,Individual,18.6 kmpl
6966,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
6969,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
6971,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
6973,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
6974,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
6975,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
6979,Maruti,2018,899000,Diesel,Individual,25.1 kmpl
7004,Hyundai,2018,500000,Petrol,Individual,18.9 kmpl
7025,Honda,2018,800000,Diesel,Individual,25.5 kmpl
7030,Hyundai,2018,650000,Petrol,Individual,18.6 kmpl
7033,Hyundai,2019,550000,Petrol,Individual,20.14 kmpl
7034,Honda,2019,670000,Petrol,Individual,19.5 kmpl
7036,Ford,2018,950000,Diesel,Individual,23.0 kmpl
7040,Maruti,2018,375000,CNG,Individual,21.94 km/kg
7043,Hyundai,2018,600000,Diesel,Individual,25.4 kmpl
7046,Hyundai,2019,420000,Petrol,Individual,20.3 kmpl
7052,Mahindra,2019,670000,Diesel,Individual,15.96 kmpl
7053,Tata,2019,530000,Petrol,Individual,20.3 kmpl
7069,Maruti,2020,700000,Petrol,Individual,23.26 kmpl
7071,Mahindra,2019,950000,Diesel,Individual,16.55 kmpl
7093,Maruti,2018,285000,Petrol,Individual,24.7 kmpl
7094,Hyundai,2019,990000,Diesel,Individual,22.1 kmpl
7107,Maruti,2018,800000,Diesel,Individual,24.3 kmpl
7128,Hyundai,2018,528000,Petrol,Individual,18.9 kmpl
7138,Maruti,2018,320000,Petrol,Individual,24.7 kmpl
7146,Honda,2018,675000,Diesel,Individual,25.8 kmpl
7155,Mahindra,2019,977000,Diesel,Individual,17.3 kmpl
7156,Maruti,2018,440000,Petrol,Individual,20.51 kmpl
7157,Maruti,2018,440000,Petrol,Individual,20.51 kmpl
7158,Hyundai,2018,655000,Petrol,Individual,18.6 kmpl
7160,Hyundai,2018,655000,Petrol,Individual,18.6 kmpl
7166,Maruti,2018,400000,CNG,Individual,26.6 km/kg
7189,Hyundai,2018,1380000,Petrol,Individual,14.8 kmpl
7200,Mahindra,2018,420000,Diesel,Individual,25.32 kmpl
7220,Maruti,2019,675000,Petrol,Individual,21.21 kmpl
7222,Maruti,2018,950000,Diesel,Individual,25.1 kmpl
7233,Maruti,2018,740000,Petrol,Individual,21.4 kmpl
7234,Maruti,2019,570000,Petrol,Individual,20.89 kmpl
7240,Maruti,2019,780000,Petrol,Individual,21.1 kmpl
7251,Maruti,2018,472000,Petrol,Individual,20.51 kmpl
7254,Tata,2018,525000,Diesel,Individual,20.65 kmpl
7267,Mahindra,2018,700000,Diesel,Individual,18.49 kmpl
7278,Mahindra,2018,1051000,Diesel,Dealer,15.1 kmpl
7284,Honda,2018,650000,Diesel,Dealer,27.3 kmpl
7287,Mahindra,2019,1000000,Diesel,Dealer,17.3 kmpl
7298,Maruti,2018,685000,Diesel,Individual,28.4 kmpl
7299,Maruti,2018,509999,Diesel,Individual,28.4 kmpl
7305,Honda,2019,640000,Petrol,Individual,19.5 kmpl
7315,Hyundai,2019,620000,Petrol,Individual,17.19 kmpl
7325,Honda,2020,2125000,Diesel,Dealer,26.8 kmpl
7326,BMW,2018,3350000,Diesel,Dealer,19.62 kmpl
7327,Honda,2019,840000,Petrol,Individual,18.2 kmpl
7332,Hyundai,2020,775000,Petrol,Dealer,20.7 kmpl
7334,Hyundai,2018,730000,Petrol,Dealer,17.4 kmpl
7338,Hyundai,2018,540000,Petrol,Dealer,20.3 kmpl
7343,BMW,2019,5800000,Diesel,Dealer,16.78 kmpl
7345,Mahindra,2018,650000,Diesel,Individual,14.95 kmpl
7351,Maruti,2019,690000,Diesel,Individual,28.4 kmpl
7365,Maruti,2018,545000,Petrol,Dealer,23.1 kmpl
7366,Maruti,2018,775000,Petrol,Dealer,21.4 kmpl
7368,Mahindra,2019,1450000,Diesel,Individual,17.3 kmpl
7369,Maruti,2018,790000,Diesel,Dealer,28.4 kmpl
7377,Maruti,2018,775000,Petrol,Dealer,21.01 kmpl
7391,Maruti,2018,550000,Diesel,Individual,28.4 kmpl
7400,Ford,2018,620000,Petrol,Individual,20.4 kmpl
7410,Maruti,2018,600000,Petrol,Individual,21.21 kmpl
7413,Ford,2018,690000,Petrol,Individual,20.4 kmpl
7414,Hyundai,2018,710000,Petrol,Individual,18.6 kmpl
7415,Hyundai,2018,350000,Petrol,Individual,20.3 kmpl
7429,Maruti,2020,445000,Petrol,Individual,21.21 kmpl
7430,Hyundai,2018,575000,Petrol,Individual,17.36 kmpl
7431,Maruti,2018,975000,Diesel,Individual,25.1 kmpl
7432,Tata,2019,450000,Petrol,Individual,23.84 kmpl
7449,Tata,2018,750000,Petrol,Individual,17.0 kmpl
7453,Hyundai,2019,466000,Petrol,Individual,20.3 kmpl
7454,Ford,2018,624000,Diesel,Dealer,
7456,Hyundai,2019,430000,Petrol,Individual,20.3 kmpl
7474,Maruti,2018,889000,Diesel,Individual,28.09 kmpl
7479,Hyundai,2018,800000,Petrol,Individual,17.4 kmpl
7490,Ford,2018,700000,Petrol,Individual,18.16 kmpl
7492,Hyundai,2020,500000,Petrol,Individual,20.3 kmpl
7500,Maruti,2019,802999,Diesel,Individual,28.4 kmpl
7505,Mahindra,2018,700000,Diesel,Individual,25.32 kmpl
7523,Honda,2019,1110000,Diesel,Individual,25.6 kmpl
7541,Hyundai,2018,730000,Petrol,Individual,18.6 kmpl
7543,Maruti,2019,330000,CNG,Individual,33.44 km/kg
7544,Maruti,2019,366000,Petrol,Individual,23.95 kmpl
7545,Hyundai,2019,1149000,Petrol,Individual,17.0 kmpl
7550,Ford,2018,620000,Petrol,Individual,20.4 kmpl
7561,Maruti,2018,600000,Petrol,Individual,21.21 kmpl
7564,Ford,2018,690000,Petrol,Individual,20.4 kmpl
7565,Hyundai,2018,710000,Petrol,Individual,18.6 kmpl
7566,Hyundai,2018,350000,Petrol,Individual,20.3 kmpl
7579,Maruti,2018,730000,Diesel,Individual,28.4 kmpl
7587,Maruti,2020,600000,Petrol,Individual,20.89 kmpl
7590,Maruti,2020,445000,Petrol,Individual,21.21 kmpl
7591,Hyundai,2018,575000,Petrol,Individual,17.36 kmpl
7592,Maruti,2018,975000,Diesel,Individual,25.1 kmpl
7593,Tata,2019,450000,Petrol,Individual,23.84 kmpl
7597,BMW,2018,5830000,Diesel,Individual,17.09 kmpl
7603,Maruti,2018,765000,Diesel,Dealer,28.4 kmpl
7604,Maruti,2019,770000,Diesel,Individual,28.4 kmpl
7608,Maruti,2018,990000,Diesel,Individual,25.1 kmpl
7609,Maruti,2019,800000,Diesel,Dealer,28.4 kmpl
7621,Tata,2018,700000,Petrol,Individual,17.0 kmpl
7638,Tata,2018,540000,Diesel,Individual,27.28 kmpl
7646,Tata,2018,980000,Diesel,Individual,21.5 kmpl
7647,Tata,2018,969999,Diesel,Individual,21.5 kmpl
7654,Tata,2018,500000,Petrol,Individual,23.84 kmpl
7655,Mahindra,2019,1000000,Diesel,Individual,16.36 kmpl
7657,Maruti,2018,350000,Petrol,Individual,24.7 kmpl
7658,Tata,2018,950000,Diesel,Individual,21.5 kmpl
7670,Tata,2018,500000,Petrol,Individual,23.84 kmpl
7704,Mahindra,2018,900000,Diesel,Dealer,16.55 kmpl
7708,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
7709,BMW,2018,4000000,Diesel,Dealer,22.48 kmpl
7715,Hyundai,2019,1125000,Petrol,Dealer,18.15 kmpl
7717,Mahindra,2019,740000,Diesel,Individual,16.5 kmpl
7718,Mahindra,2018,400000,Petrol,Individual,18.15 kmpl
7719,Maruti,2018,430000,Petrol,Individual,20.51 kmpl
7720,Mahindra,2019,1132000,Petrol,Individual,17.0 kmpl
7738,Maruti,2018,390000,Petrol,Individual,23.95 kmpl
7751,Hyundai,2019,1150000,Petrol,Trustmark Dealer,18.15 kmpl
7752,Maruti,2018,655000,Petrol,Dealer,22.0 kmpl
7753,Mahindra,2019,890000,Diesel,Dealer,18.06 kmpl
7754,Maruti,2018,525000,Petrol,Dealer,20.89 kmpl
7757,BMW,2019,5200000,Diesel,Dealer,18.12 kmpl
7758,Honda,2018,925000,Petrol,Dealer,17.8 kmpl
7760,Maruti,2018,745000,Diesel,Dealer,24.3 kmpl
7761,Maruti,2018,835000,Diesel,Dealer,24.3 kmpl
7763,Maruti,2018,725000,Diesel,Dealer,24.3 kmpl
7772,Hyundai,2018,1405000,Petrol,Individual,15.8 kmpl
7773,Maruti,2018,650000,Petrol,Individual,21.56 kmpl
7781,Mahindra,2018,900000,Diesel,Individual,16.55 kmpl
7787,Tata,2018,400000,Petrol,Individual,20.3 kmpl
7827,Hyundai,2018,551000,Petrol,Individual,18.9 kmpl
7831,Ford,2018,800000,Diesel,Dealer,22.7 kmpl
7843,Mahindra,2018,650000,Petrol,Individual,18.15 kmpl
7847,Maruti,2019,600000,Petrol,Individual,21.21 kmpl
7854,Ford,2018,793000,Diesel,Individual,25.83 kmpl
7865,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
7868,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
7870,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
7872,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
7873,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
7874,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
7883,Ford,2018,925000,Diesel,Dealer,22.77 kmpl
7885,Maruti,2018,700000,Petrol,Individual,21.1 kmpl
7894,Tata,2019,650000,Petrol,Individual,20.3 kmpl
7909,Tata,2018,850000,Diesel,Individual,21.5 kmpl
7910,Maruti,2019,359000,Petrol,Individual,15.37 kmpl
7918,Ford,2018,990000,Diesel,Individual,23.0 kmpl
7924,Maruti,2019,540000,Petrol,Individual,20.52 kmpl
7927,Ford,2018,690000,Petrol,Individual,19.0 kmpl
7929,Hyundai,2018,640000,Petrol,Individual,20.14 kmpl
7936,Hyundai,2018,620000,Diesel,Individual,25.4 kmpl
7937,Maruti,2018,760000,Diesel,Individual,27.39 kmpl
7938,Hyundai,2018,1200000,Diesel,Individual,22.0 kmpl
7939,Maruti,2018,760000,Diesel,Individual,27.39 kmpl
7941,Tata,2019,500000,Petrol,Individual,23.84 kmpl
7951,Hyundai,2018,1220000,Petrol,Individual,15.8 kmpl
7952,Maruti,2019,475000,Petrol,Individual,21.7 kmpl
7956,Maruti,2018,300000,Petrol,Individual,24.7 kmpl
7957,Honda,2018,1180000,Petrol,Individual,17.4 kmpl
7962,Ford,2019,530000,Petrol,Individual,18.16 kmpl
7964,Maruti,2019,1025000,Diesel,Individual,28.09 kmpl
7975,Hyundai,2018,1220000,Petrol,Individual,15.8 kmpl
7976,Maruti,2019,475000,Petrol,Individual,21.7 kmpl
7980,Maruti,2018,300000,Petrol,Individual,24.7 kmpl
7981,Honda,2018,1180000,Petrol,Individual,17.4 kmpl
7986,Ford,2019,530000,Petrol,Individual,18.16 kmpl
7988,Maruti,2019,1025000,Diesel,Individual,28.09 kmpl
8005,Hyundai,2018,950000,Diesel,Individual,22.0 kmpl
8015,Maruti,2018,750000,Diesel,Individual,27.39 kmpl
8035,Maruti,2018,310000,Petrol,Individual,24.7 kmpl
8036,Maruti,2018,432000,Petrol,Individual,20.51 kmpl
8040,Hyundai,2018,680000,Diesel,Individual,25.4 kmpl
8059,Hyundai,2018,1175000,Petrol,Dealer,15.8 kmpl
8086,Maruti,2018,470000,Petrol,Individual,23.1 kmpl
8088,Maruti,2018,390000,Petrol,Individual,20.51 kmpl
8097,Ford,2018,880000,Diesel,Individual,23.0 kmpl
8100,Tata,2018,800000,Diesel,Individual,21.5 kmpl
8109,Ford,2018,750000,Diesel,Individual,24.4 kmpl
8112,Ford,2018,746000,Diesel,Individual,24.4 kmpl
